cell_id,x,y,celltype,pathway,score
agfhnhgl-1,3466.023193359375,5548.705078125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agfifgdc-1,3476.787109375,5562.96728515625,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
agfijejl-1,3460.955810546875,5557.88134765625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agfjgeml-1,3453.21728515625,5555.74072265625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agfplofl-1,3368.35791015625,5661.365234375,Dendritic Cells,MacrophageProgram,0.9166666666666667
aggdnekg-1,3431.493408203125,5774.55419921875,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
aggegbin-1,3433.020263671875,5784.7666015625,Dendritic Cells,MacrophageProgram,0.5
agghdhlo-1,3438.989013671875,5731.3251953125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
aggidpla-1,3458.881103515625,5751.693359375,Dendritic Cells,MacrophageProgram,0.16666666666666669
aghagmgd-1,3405.69287109375,5598.5498046875,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
aghbnchc-1,3373.55126953125,5716.82275390625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
aghildkm-1,3414.805419921875,5757.15966796875,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
aghopalp-1,3384.332763671875,5733.4306640625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
aghpdcdp-1,3405.196533203125,5745.73291015625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
aghplegb-1,3376.284912109375,5743.75732421875,Dendritic Cells,MacrophageProgram,0.33333333333333337
aghpokgf-1,3349.17724609375,5729.10400390625,Apocrine Cells,MacrophageProgram,0.16666666666666669
agibbnbm-1,3324.7568359375,5759.63916015625,Macrophages,MacrophageProgram,0.75
agicdbnm-1,3296.68701171875,5757.390625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agiihfbk-1,3278.485595703125,5495.8916015625,Macrophages,MacrophageProgram,0.8333333333333334
agikcjgh-1,3270.64208984375,5579.22021484375,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
agimcnni-1,3417.5078125,5563.88427734375,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agioljle-1,3386.678466796875,5576.7919921875,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agiphjkm-1,3433.431640625,5573.63232421875,Myoepithelial Cells,MacrophageProgram,0.33333333333333337
agjaalbk-1,3440.3427734375,5561.76318359375,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agjalffj-1,3428.284912109375,5563.4619140625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agjaojoh-1,3434.0458984375,5561.232421875,Apocrine Cells,MacrophageProgram,0.16666666666666669
agjbafje-1,3430.31689453125,5542.1064453125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agjdngif-1,3387.351806640625,5882.52392578125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agjfnmgj-1,3393.3056640625,5869.02392578125,T Lymphocytes,MacrophageProgram,0.16666666666666669
agjhmfcp-1,3390.111328125,5852.564453125,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
agjnccdk-1,3428.361083984375,5909.0029296875,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
agknmagd-1,3359.52880859375,5835.068359375,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agmhbjni-1,3090.947265625,5822.69873046875,Dendritic Cells,MacrophageProgram,0.25
agmidgek-1,3149.7470703125,5834.37451171875,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agmijinc-1,3141.8369140625,5827.4111328125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agngnpgk-1,3173.6474609375,5924.56591796875,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agnihklm-1,3176.5283203125,5849.8740234375,Dendritic Cells,MacrophageProgram,0.6666666666666667
agnmhcje-1,3244.755126953125,5841.85498046875,Dendritic Cells,MacrophageProgram,0.25
agnmnkif-1,3237.995849609375,5843.91650390625,Myoepithelial Cells,MacrophageProgram,0.25
agocgajg-1,3184.36669921875,5846.92333984375,T Lymphocytes,MacrophageProgram,0.33333333333333337
agpejicm-1,3083.250244140625,5779.55126953125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
agpfmghn-1,3096.648681640625,5786.1826171875,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
agpgjdek-1,3081.090087890625,5812.7900390625,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
agphaene-1,3092.40673828125,5815.3251953125,Myoepithelial Cells,MacrophageProgram,0.33333333333333337
agpmcjca-1,3236.595947265625,5779.5849609375,Dendritic Cells,MacrophageProgram,0.6666666666666667
agpnmlkk-1,3218.5068359375,5759.2802734375,Macrophages,MacrophageProgram,0.25
ahahdmbh-1,3079.0908203125,5323.95703125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ahaiebag-1,3076.091796875,5329.02978515625,Dendritic Cells,MacrophageProgram,0.16666666666666669
ahamcnci-1,3159.92822265625,5298.625,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
ahancddi-1,3180.410888671875,5291.25732421875,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
ahapfhkg-1,3076.518798828125,5249.6611328125,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
ahbdlcmb-1,3154.58251953125,5464.06103515625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ahbebpoh-1,3172.78125,5466.52001953125,Basal-like Structured DCIS Cells,MacrophageProgram,0.33333333333333337
ahbpbimc-1,3234.124755859375,5519.32080078125,Pericytes,MacrophageProgram,0.16666666666666669
ahcdjdoc-1,3089.178955078125,5447.22900390625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ahcehihb-1,3113.84228515625,5472.57861328125,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
ahchllob-1,3115.578369140625,5450.9853515625,Basal-like Structured DCIS Cells,MacrophageProgram,0.33333333333333337
ahclfdog-1,3078.26513671875,5614.81884765625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ahddiljm-1,3124.1728515625,5485.24072265625,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
ahdhallk-1,3130.97509765625,5546.97705078125,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
ahdhiamb-1,3130.246337890625,5536.91064453125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ahdihlln-1,3148.472412109375,5482.3193359375,Basal-like Structured DCIS Cells,MacrophageProgram,0.33333333333333337
ahdnmicg-1,3296.003662109375,5351.7275390625,Plasma Cells,MacrophageProgram,0.16666666666666669
aheceifk-1,3181.578125,5325.57861328125,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
aheefhbd-1,3220.441650390625,5319.09033203125,Dendritic Cells,MacrophageProgram,0.5833333333333334
ahegkckm-1,3167.087890625,5464.66943359375,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ahelnkpp-1,3121.683349609375,5442.52392578125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ahfacfef-1,3097.52685546875,5423.65771484375,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
ahfdjclo-1,3232.213134765625,5445.9892578125,Dendritic Cells,MacrophageProgram,1.0
ahfgkfnm-1,3222.677490234375,5433.37451171875,Myoepithelial Cells,MacrophageProgram,0.33333333333333337
ahfnmgbd-1,3001.2138671875,5551.58642578125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ahganocg-1,3049.611328125,5636.140625,"CAFs, DCIS Associated",MacrophageProgram,0.25
ahgcchno-1,3061.419189453125,5621.7392578125,Myoepithelial Cells,MacrophageProgram,0.5
ahgcnobn-1,3066.595703125,5627.98681640625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ahghcfcc-1,3035.0927734375,5691.6123046875,Basal-like Structured DCIS Cells,MacrophageProgram,0.6666666666666667
ahghleok-1,2970.856201171875,5613.2177734375,"CAFs, DCIS Associated",MacrophageProgram,0.25
ahgjldam-1,3018.415771484375,5679.697265625,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
ahgplapj-1,3058.91943359375,5507.09765625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ahhaplad-1,3054.258056640625,5511.88623046875,Myoepithelial Cells,MacrophageProgram,0.33333333333333337
ahhbadpj-1,3042.58642578125,5502.9130859375,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
ahhbjimh-1,3037.263916015625,5509.50439453125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ahihkled-1,3022.095703125,5762.79296875,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
ahimlndl-1,2084.338623046875,4685.85595703125,Macrophages,MacrophageProgram,0.33333333333333337
ahjabced-1,2082.7041015625,4675.1923828125,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
ahkcnoap-1,2053.083740234375,4992.0517578125,Dendritic Cells,MacrophageProgram,0.33333333333333337
ahkhefmh-1,2068.863037109375,4958.3271484375,Macrophages,MacrophageProgram,1.0
ahkhglcp-1,2065.434326171875,5000.99365234375,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
ahkicdod-1,2078.319580078125,4961.09228515625,Myoepithelial Cells,MacrophageProgram,0.4166666666666667
ahkikblo-1,2082.182861328125,4967.76318359375,Dendritic Cells,MacrophageProgram,1.0
ahleefpa-1,2097.568115234375,4940.71533203125,Basal-like Structured DCIS Cells,MacrophageProgram,0.5833333333333334
ahmdahkn-1,2094.338134765625,4872.154296875,Macrophages,MacrophageProgram,0.33333333333333337
ahmkodbn-1,2087.586669921875,4801.30615234375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ahmncpca-1,2053.653076171875,4768.28076171875,Dendritic Cells,MacrophageProgram,0.33333333333333337
ahmpnlkn-1,2032.9295654296875,4787.66015625,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
ahnanjim-1,2162.4013671875,5190.24267578125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ahnfnklg-1,2212.9970703125,5211.54345703125,Myoepithelial Cells,MacrophageProgram,0.33333333333333337
ahnhjldj-1,2234.232177734375,5214.31591796875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
ahnlbidf-1,2263.46142578125,5227.63671875,Dendritic Cells,MacrophageProgram,0.25
ahnooepi-1,2156.0263671875,5232.16162109375,T Lymphocytes,MacrophageProgram,0.16666666666666669
ahojgkgo-1,2179.69873046875,5308.98974609375,Dendritic Cells,MacrophageProgram,0.25
ahollogh-1,2172.7822265625,5290.2607421875,T Lymphocytes,MacrophageProgram,0.25
aholojln-1,2179.730224609375,5291.55908203125,T Lymphocytes,MacrophageProgram,0.16666666666666669
aholpmgl-1,2159.58837890625,5277.18310546875,Dendritic Cells,MacrophageProgram,0.33333333333333337
ahondome-1,2208.45556640625,5308.1259765625,T Lymphocytes,MacrophageProgram,0.5833333333333334
ahpbmhlc-1,2148.049560546875,5341.25830078125,T Lymphocytes,MacrophageProgram,0.16666666666666669
ahpdjmaj-1,2165.8212890625,5295.61181640625,T Lymphocytes,MacrophageProgram,0.25
ahpikkpn-1,2141.07568359375,5252.4345703125,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
ahpjdcce-1,2125.41259765625,5225.48876953125,Macrophages,MacrophageProgram,0.4166666666666667
ahplnmmb-1,2141.918701171875,5264.32421875,Dendritic Cells,MacrophageProgram,0.5833333333333334
ahpmjidh-1,2150.042236328125,5264.46337890625,T Lymphocytes,MacrophageProgram,0.25
ahppodmi-1,2251.26708984375,5346.6943359375,Dendritic Cells,MacrophageProgram,0.25
ahpppgfi-1,2214.186279296875,5353.7109375,T Lymphocytes,MacrophageProgram,0.16666666666666669
aiacokcc-1,2240.070068359375,5300.28076171875,T Lymphocytes,MacrophageProgram,0.25
aiaimefj-1,2270.15234375,5300.1640625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
aibfpfjp-1,2271.382568359375,5282.02392578125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
aibjdljh-1,2276.405517578125,5264.40673828125,Dendritic Cells,MacrophageProgram,0.33333333333333337
aiblfpma-1,2124.2578125,4742.91162109375,Macrophages,MacrophageProgram,0.33333333333333337
aibpbgmf-1,2228.287841796875,4801.38720703125,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
aicopjpi-1,2243.15087890625,4761.2646484375,Dendritic Cells,MacrophageProgram,0.33333333333333337
aiddhmlp-1,2192.392333984375,4812.568359375,T Lymphocytes,MacrophageProgram,0.16666666666666669
aidfgbki-1,2157.914794921875,4808.03857421875,Dendritic Cells,MacrophageProgram,0.75
aidhnpcf-1,2180.159423828125,4804.23974609375,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
aielpoca-1,2262.955078125,5139.69189453125,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
aienkdbh-1,2266.5576171875,5151.9453125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
aifahecc-1,2259.23828125,5152.560546875,Dendritic Cells,MacrophageProgram,0.4166666666666667
aifiommg-1,2245.271484375,4801.01708984375,T Lymphocytes,MacrophageProgram,0.25
aifjjocb-1,2226.015625,4805.880859375,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
aifodopf-1,2248.503662109375,4842.6640625,Macrophages,MacrophageProgram,0.6666666666666667
aifopahg-1,2255.463134765625,4820.7197265625,Macrophages,MacrophageProgram,1.0
aigadjem-1,2251.3525390625,4827.869140625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
aiggihgh-1,2278.354736328125,5097.53564453125,Dendritic Cells,MacrophageProgram,0.25
aigkcilj-1,2283.69287109375,5097.1279296875,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
aigmmfke-1,2180.49658203125,4852.99658203125,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
aigpbldo-1,2184.743408203125,4842.43505859375,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
aihadjil-1,2210.309326171875,4843.43359375,Basal-like Structured DCIS Cells,MacrophageProgram,0.5
aihagjhe-1,2202.037841796875,4847.86279296875,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
aihkhjim-1,2120.692138671875,4910.50390625,Macrophages,MacrophageProgram,0.25
aiifdfcc-1,2828.673095703125,4300.41748046875,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
aiinbppe-1,2801.315673828125,4388.87744140625,T Lymphocytes,MacrophageProgram,0.16666666666666669
aiipbmni-1,2894.253662109375,4449.982421875,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
aijhkong-1,2044.70751953125,4410.79345703125,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
aijifffh-1,2048.119384765625,4407.1435546875,T Lymphocytes,MacrophageProgram,0.16666666666666669
aijoihhc-1,2009.0718994140625,4428.404296875,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
aijoiijg-1,1982.109130859375,4422.48876953125,T Lymphocytes,MacrophageProgram,0.16666666666666669
aijophji-1,2015.9727783203125,4441.39892578125,Dendritic Cells,MacrophageProgram,0.5833333333333334
aikcigaf-1,2032.032958984375,4507.82373046875,Plasma Cells,MacrophageProgram,0.16666666666666669
aikdmcgb-1,1959.8370361328125,4508.9169921875,Dendritic Cells,MacrophageProgram,0.33333333333333337
aikihpce-1,2043.620361328125,4435.06298828125,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
aikjhkjc-1,2020.4053955078125,4439.83837890625,Myoepithelial Cells,MacrophageProgram,0.33333333333333337
aikoofgi-1,1929.2242431640625,4370.95263671875,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ailicbfe-1,2561.7685546875,4441.607421875,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
aimfcjki-1,1996.26513671875,4274.71240234375,Macrophages,MacrophageProgram,0.25
aimlfokd-1,2028.5791015625,4350.51806640625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
aimmmoni-1,1948.226806640625,4336.73876953125,Basal-like Structured DCIS Cells,MacrophageProgram,0.33333333333333337
ainbgbhf-1,1981.463134765625,4330.158203125,Dendritic Cells,MacrophageProgram,0.33333333333333337
ainbolbj-1,1976.135009765625,4326.22216796875,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
aindpagn-1,1972.1610107421875,4338.69580078125,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
aioijbhj-1,2444.13525390625,3283.639892578125,Macrophages,MacrophageProgram,0.25
aipcbogg-1,2183.676025390625,2861.322509765625,Dendritic Cells,MacrophageProgram,0.5
aipckclj-1,2190.951904296875,2864.363525390625,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
ajaeiioj-1,2441.441162109375,3591.991943359375,Myoepithelial Cells,MacrophageProgram,0.25
ajainaid-1,2321.2138671875,3753.9853515625,Macrophages,MacrophageProgram,0.5
ajbaddno-1,2525.990478515625,3958.60302734375,Luminal-like Amorphous DCIS Cells,MacrophageProgram,0.16666666666666669
ajboncgh-1,2168.680908203125,3799.47314453125,Luminal-like Amorphous DCIS Cells,MacrophageProgram,0.16666666666666669
ajdjbefh-1,2694.984130859375,3754.648193359375,Myoepithelial Cells,MacrophageProgram,0.16666666666666669
ajeelcie-1,2605.17578125,3897.757568359375,Macrophages,MacrophageProgram,0.16666666666666669
ajeeoanh-1,2607.881103515625,4158.47509765625,Macrophages,MacrophageProgram,0.16666666666666669
ajephpjl-1,2007.6143798828125,4528.95849609375,Basal-like Structured DCIS Cells,MacrophageProgram,0.4166666666666667
ajffeffg-1,2056.14453125,4626.68212890625,T Lymphocytes,MacrophageProgram,0.16666666666666669
ajgaingn-1,1977.8231201171875,4650.4072265625,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
ajgcjjhp-1,1965.0831298828125,4623.4130859375,Myoepithelial Cells,MacrophageProgram,0.75
ajgdbedo-1,1971.8880615234375,4623.04638671875,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
ajgjbabk-1,2344.651611328125,5077.62158203125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ajgkplmd-1,2348.26611328125,5070.1943359375,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ajhekidh-1,2326.827880859375,5145.11083984375,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ajhjfdom-1,2311.3037109375,5157.955078125,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
ajhpbimb-1,2355.496337890625,5137.876953125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ajhpneme-1,2355.520751953125,5125.61474609375,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ajjefepo-1,2385.75341796875,5063.91259765625,Macrophages,MacrophageProgram,0.5833333333333334
ajjhegke-1,2349.850830078125,5057.98876953125,Basal-like Structured DCIS Cells,MacrophageProgram,0.25
ajjojped-1,2704.256103515625,4812.25048828125,Macrophages,MacrophageProgram,0.33333333333333337
ajkdlfnc-1,2373.0341796875,4946.6181640625,T Lymphocytes,MacrophageProgram,0.33333333333333337
ajkiapal-1,2396.682861328125,4935.291015625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
ajkjlopo-1,2403.71630859375,4937.00341796875,Dendritic Cells,MacrophageProgram,0.33333333333333337
ajkkjhei-1,2401.55078125,4931.162109375,Myoepithelial Cells,MacrophageProgram,0.4166666666666667
ajldidfp-1,5210.20849609375,4615.01318359375,Dendritic Cells,MacrophageProgram,0.33333333333333337
ajldpfhj-1,5216.279296875,4588.9384765625,T Lymphocytes,MacrophageProgram,0.6666666666666667
ajlebfal-1,5209.64892578125,4584.16357421875,Macrophages,MacrophageProgram,1.0
ajledeih-1,5236.796875,4588.765625,Dendritic Cells,MacrophageProgram,0.16666666666666669
ajnjabdb-1,5421.46826171875,4676.39697265625,T Lymphocytes,MacrophageProgram,0.5
ajoimigj-1,5215.71484375,4855.16259765625,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
akaamjhm-1,7494.02490234375,4911.90087890625,Macrophages,MacrophageProgram,1.0
akaimgej-1,7611.810546875,4728.740234375,Myeloid Cells,MacrophageProgram,0.25
akbflbjl-1,8635.56640625,4704.32421875,T Lymphocytes,MacrophageProgram,0.16666666666666669
akbjbkpa-1,8642.8076171875,4740.822265625,Dendritic Cells,MacrophageProgram,0.33333333333333337
akbkpoid-1,8658.970703125,4733.7119140625,Dendritic Cells,MacrophageProgram,0.4166666666666667
akbomhjo-1,8742.248046875,4795.068359375,T Lymphocytes,MacrophageProgram,0.25
