image_feature,n_associations,max_abs_partial_spearman_rho,mean_abs_partial_spearman_rho,top_k_count,top_k_pathways,top_k_families,negative_control_rows,negative_control_fail95,negative_control_fail99,negative_control_pathways,sample_role,top_k,candidate_generic_axis,run_id,run_dir
embedding__plip_016,10,0.1939488301050144,0.076348863504252,1,collagen_ecm_organization,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_037,10,0.1926407104401535,0.0776269944971027,1,collagen_ecm_organization,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_052,10,0.1899066726089549,0.0675306177400179,1,oxidative_phosphorylation,metabolic_stress,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_011,10,0.1890412706997256,0.1164072456045383,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_027,10,0.1875262955933792,0.0815362706684899,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_008,10,0.1859868412294341,0.1138926302984618,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_012,10,0.1837407792494075,0.0838623754646338,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_045,10,0.1790007130791754,0.0712861059870207,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_038,10,0.1778882535261568,0.0813985265545899,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_031,10,0.1735662567659605,0.08263736823717,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_029,10,0.1721090237236183,0.1055470107466035,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_020,10,0.1685136126510487,0.0906319456201447,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_028,10,0.1680307544277517,0.0800767447664201,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_044,10,0.1671290922755223,0.0647884338021491,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_049,10,0.1670619768049558,0.0593729945195389,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_021,10,0.1661114471444896,0.0968252861098785,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_007,10,0.1646527686406004,0.0837878223524229,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_023,10,0.1643493796071871,0.0755050738294274,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_026,10,0.1641761356813813,0.0941178419066621,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_024,10,0.1631872323016496,0.0686655926321404,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_018,10,0.1600803519810376,0.056117650789983,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_022,10,0.159067931540343,0.0748679309157022,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_017,10,0.1562349455617909,0.07793629332858,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_014,10,0.1556830636328098,0.0703757791319283,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_051,10,0.1518429523456687,0.0773548522883808,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_034,10,0.1516594517402681,0.0950121701507857,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_061,10,0.1497636122057582,0.0764958448699487,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_000,10,0.1491593174493505,0.0667445768681089,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_060,10,0.1485861174732177,0.0867843539777479,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_035,10,0.1477882220138349,0.066949903709155,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_001,10,0.1434085705821787,0.0540114068254745,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_058,10,0.1429021282109698,0.0645259639964091,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_055,10,0.1414845414987607,0.0726026101173573,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_030,10,0.1376017617632947,0.0598558511449895,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_062,10,0.1352384047124744,0.0584726385159776,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_046,10,0.1334111845046551,0.0648035046531177,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_057,10,0.1329244872980555,0.0695063803613789,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_050,10,0.131046381188016,0.0722720730745102,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_033,10,0.1264231148719308,0.0652963631971292,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_006,10,0.1181701522905424,0.0580193305401991,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_010,10,0.1110894059757399,0.0547269673582599,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_041,10,0.1018607990022688,0.0488190471516277,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_036,10,0.0980154036324928,0.0543484114718243,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_019,10,0.096275925021529,0.0476643885459098,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_004,10,0.0892998641338155,0.0451173746476602,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_015,10,0.0710280361669713,0.0367273920282328,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
