image_feature,omics_feature,effect_size,p_value,fdr
pathomics__inner_rim__nuclear_density_proxy,lr__tgfb1_tgfbr2__cross_zone,0.8414542522648947,2.0330985804071738e-08,3.15518416964826e-06
edge_contrast__pathomics__edge_density,omics__inner_rim__n_cells,-0.8381020906768158,2.615572986103997e-08,4.040764384233605e-06
pathomics__inner_rim__std_r,edge_contrast__omics__area_um2,0.8373149706779622,2.7726839459422765e-08,4.230880152103762e-06
pathomics__inner_rim__stain_pink_ratio,lr__cxcl12_cxcr4__cross_zone,0.8371853209595851,2.79937043563452e-08,4.230880152103762e-06
geometry__boundary_roughness,lr__cxcl12_cxcr4__cross_zone,0.8371756914905161,2.8013618101679585e-08,4.230880152103762e-06
pathomics__inner_rim__std_r,omics__outer_rim__n_cells,0.8370112706424793,2.8355634835938462e-08,4.230880152103762e-06
pathomics__inner_rim__stain_blue_ratio,omics__outer_rim__state_fraction__18,0.8369617582515494,2.8459368556158477e-08,4.230880152103762e-06
pathomics__inner_rim__std_r,lr__vegfa_kdr__cross_zone,0.8369416368112738,2.8501623659535625e-08,4.230880152103762e-06
edge_contrast__pathomics__edge_density,omics__inner_rim__state_entropy,-0.8370375932886243,2.830062622478145e-08,4.230880152103762e-06
edge_contrast__pathomics__std_r,omics__inner_rim__state_entropy,-0.8372003877187287,2.7962572125951817e-08,4.230880152103762e-06
edge_contrast__pathomics__texture_entropy,omics__inner_rim__niche_fraction__mixed_low_signal,-0.8373955939366802,2.7562057393167902e-08,4.230880152103762e-06
pathomics__inner_rim__mean_r,lr__cxcl12_cxcr4__cross_zone,0.8368230598946957,2.8751796782413574e-08,4.249540457771274e-06
edge_contrast__pathomics__edge_density,omics__whole__state_entropy,-0.8357229422271188,3.116986924039007e-08,4.5870761879543e-06
pathomics__inner_rim__std_b,edge_contrast__omics__area_um2,0.8354515100607263,3.179424417107328e-08,4.658880190938987e-06
edge_contrast__pathomics__edge_density,omics__inner_rim__area_um2,-0.835173367022948,3.244583545438214e-08,4.7340415131774145e-06
edge_contrast__pathomics__foreground_fraction,omics__whole__n_cells,-0.8340780640361493,3.513152991143704e-08,5.10408806057993e-06
pathomics__inner_rim__nuclear_density_proxy,omics__whole__area_um2,0.8332732727511526,3.723201761837231e-08,5.38633705731554e-06
geometry__bbox_height_um,omics__whole__n_cells,0.8330974065304178,3.7705957796640194e-08,5.431885278872952e-06
pathomics__inner_rim__texture_std,edge_contrast__omics__area_um2,0.8323457423653333,3.9794060332308844e-08,5.708608436410456e-06
pathomics__outer_rim__foreground_fraction,omics__whole__n_cells,-0.8318359187027189,4.1269585497375035e-08,5.895507062976478e-06
edge_contrast__pathomics__texture_entropy,omics__inner_rim__state_entropy,-0.8309897023498953,4.382882947579687e-08,6.235016233177737e-06
pathomics__inner_rim__nuclear_density_proxy,omics__outer_rim__area_um2,0.8304822817480977,4.5431784547044864e-08,6.436232315374298e-06
pathomics__inner_rim__std_g,lr__tgfb1_tgfbr2__cross_zone,0.8301621776162681,4.647022123907857e-08,6.5561417088620685e-06
pathomics__inner_rim__mean_g,omics__whole__n_cells,0.8299136745717847,4.729120209167136e-08,6.644511200880014e-06
geometry__area_um2,omics__core__state_entropy,0.8294740552750619,4.8775927443523504e-08,6.82503161793762e-06
edge_contrast__pathomics__foreground_fraction,omics__core__state_entropy,-0.8285913230039867,5.188582928136935e-08,7.230555033977602e-06
edge_contrast__pathomics__std_r,omics__inner_rim__niche_fraction__mixed_low_signal,-0.8283426685968241,5.279379590780837e-08,7.327177967009729e-06
pathomics__inner_rim__mean_r,lr__spp1_cd44__cross_zone,0.8274042722075692,5.6351931749986505e-08,7.78934272796777e-06
pathomics__outer_rim__foreground_fraction,omics__core__state_entropy,-0.8273141109454064,5.6705018123444116e-08,7.80654326117189e-06
pathomics__inner_rim__std_g,edge_contrast__omics__area_um2,0.8255130534354688,6.419298604427724e-08,8.801915379613308e-06
geometry__perimeter_um,omics__core__state_entropy,0.8252116099782283,6.553052830603757e-08,8.94937318969894e-06
edge_contrast__pathomics__mean_b,omics__whole__state_entropy,-0.8249497238143175,6.671304484329439e-08,9.074568832827717e-06
pathomics__inner_rim__texture_std,lr__tgfb1_tgfbr2__cross_zone,0.8247108312341725,6.78086052014252e-08,9.186989677726423e-06
pathomics__inner_rim__edge_density,omics__whole__area_um2,0.8244512847028179,6.901738461784775e-08,9.313800575583234e-06
pathomics__inner_rim__std_b,lr__tgfb1_tgfbr2__cross_zone,0.8239320674653018,7.149444413733982e-08,9.610091778492346e-06
pathomics__inner_rim__nuclear_density_proxy,omics__outer_rim__n_cells,0.8232590316924162,7.482544307011732e-08,1.0018393244313512e-05
pathomics__inner_rim__std_r,lr__cxcl13_cxcr5__cross_zone,0.8230606535665989,7.583380329179167e-08,1.0076775683709657e-05
pathomics__inner_rim__nuclear_density_proxy,omics__core__state_entropy,0.8230571394288955,7.585177642532311e-08,1.0076775683709657e-05
geometry__bbox_width_um,omics__core__state_entropy,0.8226433560923099,7.799532699862194e-08,1.032138160615097e-05
pathomics__inner_rim__stain_pink_ratio,lr__spp1_cd44__cross_zone,0.8219703562342271,8.15994556983655e-08,1.0756635584762914e-05
pathomics__inner_rim__stain_blue_ratio,edge_contrast__omics__area_um2,0.821786132200997,8.261205117189616e-08,1.0848233273503379e-05
geometry__bbox_height_um,omics__core__state_entropy,0.8212192584453583,8.579988112609766e-08,1.1223676403859104e-05
geometry__boundary_roughness,omics__core__state_entropy,0.8211202672701501,8.636787744227917e-08,1.1254855235245401e-05
pathomics__inner_rim__edge_density,omics__outer_rim__area_um2,0.8210599180497552,8.671582484938401e-08,1.1257230768089997e-05
pathomics__inner_rim__texture_entropy,omics__outer_rim__state_fraction__18,0.8206041994583595,8.938466905202898e-08,1.1559740040812021e-05
geometry__area_um2,omics__whole__n_cells,0.8202386740003048,9.157896171419943e-08,1.1759153041893473e-05
edge_contrast__pathomics__mean_r,omics__whole__n_cells,-0.8202326631877093,9.161545044647834e-08,1.1759153041893473e-05
pathomics__inner_rim__mean_g,lr__tgfb1_tgfbr2__cross_zone,0.8200382486209478,9.280278778192024e-08,1.1866939252622923e-05
pathomics__inner_rim__edge_density,omics__core__state_entropy,0.818886082907304,1.0013067991594082e-07,1.2664010163936759e-05
pathomics__inner_rim__texture_std,omics__outer_rim__n_cells,0.8188833192992143,1.0014887072412058e-07,1.2664010163936759e-05
pathomics__inner_rim__texture_entropy,omics__outer_rim__n_cells,0.8188833192992143,1.0014887072412058e-07,1.2664010163936759e-05
pathomics__inner_rim__nuclear_density_proxy,rna__core__slc2a1,0.9042949522217908,1.0832825286088093e-07,1.364776091946936e-05
pathomics__inner_rim__std_b,omics__outer_rim__state_fraction__18,0.8174884739739423,1.0972256280439088e-07,1.3772601982601154e-05
geometry__bbox_width_um,lr__spp1_cd44__cross_zone,0.8171890124676728,1.118832199427062e-07,1.3992369579794415e-05
pathomics__inner_rim__std_b,omics__outer_rim__n_cells,0.8170080139878421,1.1320779672155714e-07,1.410635253893213e-05
pathomics__inner_rim__foreground_fraction,lr__cxcl12_cxcr4__cross_zone,0.8168987013257744,1.1401464067395759e-07,1.4155228588691854e-05
pathomics__inner_rim__texture_entropy,omics__core__area_um2,0.8158355659970179,1.221383092984184e-07,1.5054318252948018e-05
edge_contrast__pathomics__mean_g,omics__whole__state_entropy,-0.8158476672808752,1.220429601494863e-07,1.5054318252948018e-05
geometry__solidity,omics__inner_rim__niche_fraction__mixed_low_signal,-0.8157204985366298,1.2304833825396969e-07,1.5111929369305875e-05
geometry__bbox_height_um,omics__outer_rim__state_entropy,0.8155604720691839,1.2432416018935289e-07,1.5213890599228982e-05
pathomics__inner_rim__texture_entropy,omics__core__state_entropy,0.8154496570662164,1.2521466046882912e-07,1.5268139063309872e-05
pathomics__inner_rim__mean_g,omics__whole__area_um2,0.8152127907557988,1.2713753271110434e-07,1.5447436447766992e-05
pathomics__inner_rim__mean_g,rna__core__slc2a1,0.9022303518742524,1.289426145813371e-07,1.5595968875339308e-05
pathomics__inner_rim__nuclear_density_proxy,edge_contrast__omics__area_um2,0.8149534432711323,1.292735982578942e-07,1.5595968875339308e-05
edge_contrast__pathomics__edge_density,omics__outer_rim__area_um2,-0.81473373983662,1.3110855889865754e-07,1.570634532602795e-05
edge_contrast__pathomics__std_g,lr__spp1_cd44__cross_zone,-0.8147497831043625,1.309737703284293e-07,1.570634532602795e-05
pathomics__whole__foreground_fraction,omics__outer_rim__state_entropy,0.8144148987441266,1.3381355978610113e-07,1.5974344609150575e-05
pathomics__inner_rim__mean_g,omics__outer_rim__area_um2,0.8143322897320537,1.3452261054019921e-07,1.6003034735412825e-05
geometry__bbox_height_um,omics__outer_rim__n_cells,0.8140409314510663,1.3705069392976567e-07,1.6247169417187705e-05
pathomics__inner_rim__std_r,omics__core__state_entropy,0.8136383517417689,1.4061475937930407e-07,1.6612003857191e-05
geometry__bbox_width_um,lr__cxcl12_cxcr4__cross_zone,0.8126972000709131,1.4927712299497775e-07,1.7574550114808725e-05
pathomics__inner_rim__foreground_fraction,lr__spp1_cd44__cross_zone,0.8125515685471006,1.5065992204506057e-07,1.7676395389905355e-05
pathomics__whole__foreground_fraction,omics__core__state_entropy,0.812113012994447,1.548945502007528e-07,1.8055920766366665e-05
pathomics__inner_rim__mean_b,omics__whole__n_cells,0.8121070976461066,1.5495239835233533e-07,1.8055920766366665e-05
edge_contrast__pathomics__foreground_fraction,lr__spp1_cd44__cross_zone,-0.8119875662424424,1.5612554154138305e-07,1.8130742310564285e-05
geometry__bbox_height_um,lr__spp1_cd44__cross_zone,0.8114294646667445,1.6171036717813838e-07,1.871564527524068e-05
pathomics__outer_rim__foreground_fraction,lr__spp1_cd44__cross_zone,-0.8100717481545721,1.760611247408416e-07,2.0307699057100723e-05
pathomics__inner_rim__edge_density,omics__outer_rim__state_fraction__18,0.8097639347273532,1.7947106608331517e-07,2.0631316963692075e-05
pathomics__inner_rim__std_r,omics__core__area_um2,0.8089850383436077,1.8836874153118614e-07,2.1581495212609925e-05
geometry__area_um2,omics__outer_rim__n_cells,0.8076288709911538,2.0482005176312973e-07,2.3383286540765107e-05
geometry__bbox_height_um,lr__cxcl12_cxcr4__cross_zone,0.807577742524339,2.0546499801504107e-07,2.3383286540765107e-05
geometry__solidity,lr__spp1_cd44__cross_zone,-0.8071609707500876,2.107913067885802e-07,2.3909756798590383e-05
edge_contrast__pathomics__foreground_fraction,lr__cxcl12_cxcr4__cross_zone,-0.8068787180081212,2.1446921504996777e-07,2.4246383908066224e-05
edge_contrast__pathomics__std_b,lr__spp1_cd44__cross_zone,-0.8067683001194059,2.1592377614163487e-07,2.4330262590850488e-05
edge_contrast__pathomics__edge_density,edge_contrast__omics__area_um2,-0.8065179374180994,2.1925503700973195e-07,2.4624360110481145e-05
pathomics__outer_rim__foreground_fraction,lr__cxcl12_cxcr4__cross_zone,-0.806240111978831,2.2300617559768345e-07,2.496353064674134e-05
pathomics__inner_rim__std_g,omics__outer_rim__n_cells,0.8057561821196085,2.2967921924615588e-07,2.5510834696961988e-05
geometry__perimeter_um,lr__spp1_cd44__cross_zone,0.8057234534901634,2.3013698924094348e-07,2.5510834696961988e-05
edge_contrast__pathomics__std_g,lr__cxcl12_cxcr4__cross_zone,-0.8058105221612113,2.289209958989006e-07,2.5510834696961988e-05
pathomics__inner_rim__std_b,omics__core__area_um2,0.8052483868962933,2.3687542665755755e-07,2.617281817780689e-05
pathomics__inner_rim__texture_std,omics__core__area_um2,0.8046256116550741,2.4597970371498746e-07,2.7091093691087425e-05
geometry__perimeter_um,omics__whole__n_cells,0.8045299671497576,2.4740566152911676e-07,2.7160527639636994e-05
pathomics__inner_rim__edge_density,edge_contrast__omics__area_um2,0.8042591467065622,2.514840273331764e-07,2.736511988363714e-05
pathomics__inner_rim__std_g,omics__outer_rim__state_fraction__18,0.8042466406651696,2.5167382237309067e-07,2.736511988363714e-05
edge_contrast__pathomics__mean_g,omics__inner_rim__state_entropy,-0.8042837552639123,2.511109398445998e-07,2.736511988363714e-05
edge_contrast__pathomics__mean_g,omics__inner_rim__n_cells,-0.804087792647647,2.5409586105226093e-07,2.7540764723956486e-05
pathomics__inner_rim__texture_std,omics__core__state_entropy,0.803857302989753,2.5764781799101945e-07,2.783737911977654e-05
edge_contrast__pathomics__mean_r,omics__whole__state_entropy,-0.8037115919029523,2.599164406288013e-07,2.7993902573970137e-05
edge_contrast__pathomics__stain_blue_ratio,lr__cxcl12_cxcr4__cross_zone,-0.8035757069254233,2.6204836823573033e-07,2.8134765372026118e-05
edge_contrast__pathomics__foreground_fraction,omics__outer_rim__n_cells,-0.8031841665599858,2.6828021132856227e-07,2.8713551646331575e-05
edge_contrast__pathomics__std_b,lr__cxcl12_cxcr4__cross_zone,-0.8022986696478303,2.8287199036577917e-07,3.018067342208885e-05
pathomics__inner_rim__mean_g,omics__outer_rim__n_cells,0.8020055714968641,2.8785788557897305e-07,3.061695928173613e-05
edge_contrast__pathomics__mean_r,omics__outer_rim__n_cells,-0.8015592796712049,2.956027564798556e-07,3.134307239669326e-05
pathomics__inner_rim__std_r,lr__tgfb1_tgfbr2__cross_zone,0.8001797725147424,3.2075078271177464e-07,3.3904251465465664e-05
pathomics__inner_rim__mean_g,edge_contrast__omics__area_um2,0.8000457583332458,3.232942180164263e-07,3.406762713431119e-05
geometry__perimeter_um,lr__cxcl12_cxcr4__cross_zone,0.7999728499363081,3.2468559285756647e-07,3.4108970804132415e-05
pathomics__whole__foreground_fraction,omics__outer_rim__n_cells,0.7993518695825635,3.367579040913239e-07,3.526867595547846e-05
geometry__bbox_width_um,omics__whole__n_cells,0.799239093658566,3.389934546562385e-07,3.539423403325167e-05
geometry__area_um2,lr__spp1_cd44__cross_zone,0.7990610737038034,3.4254969058796945e-07,3.5632440710678895e-05
pathomics__inner_rim__stain_blue_ratio,omics__core__area_um2,0.7990206344841023,3.4336222230136944e-07,3.5632440710678895e-05
pathomics__core__foreground_fraction,omics__core__state_entropy,0.7986949380354513,3.4997022729037987e-07,3.620813181863076e-05
geometry__solidity,lr__cxcl12_cxcr4__cross_zone,-0.798413081946627,3.557814590703085e-07,3.669815883860566e-05
edge_contrast__pathomics__edge_density,omics__whole__area_um2,-0.7979151594714828,3.6626135886403354e-07,3.766534733233685e-05
pathomics__inner_rim__texture_std,omics__outer_rim__state_fraction__18,0.797236258325231,3.8100065744852145e-07,3.8853129535974424e-05
pathomics__inner_rim__mean_b,omics__whole__area_um2,0.797152308760445,3.8286005933249996e-07,3.8853129535974424e-05
pathomics__inner_rim__std_g,omics__core__area_um2,0.797152308760445,3.8286005933249996e-07,3.8853129535974424e-05
geometry__area_um2,omics__outer_rim__state_entropy,0.7971346572870175,3.8325206598126445e-07,3.8853129535974424e-05
pathomics__outer_rim__foreground_fraction,omics__outer_rim__n_cells,-0.7971234388411313,3.835013957478584e-07,3.8853129535974424e-05
pathomics__inner_rim__stain_blue_ratio,omics__outer_rim__n_cells,0.7970047573332047,3.8614809736725123e-07,3.9005527634061215e-05
pathomics__inner_rim__texture_std,rna__core__slc2a1,0.8877781494414843,3.956468803274481e-07,3.9847126218701276e-05
pathomics__inner_rim__mean_b,omics__outer_rim__area_um2,0.7963188370987742,4.017712996299734e-07,4.03449285646075e-05
pathomics__inner_rim__mean_g,omics__core__state_entropy,0.7958875595621845,4.118851672907197e-07,4.1064582501132634e-05
pathomics__inner_rim__std_b,omics__core__state_entropy,0.7958875595621845,4.118851672907197e-07,4.1064582501132634e-05
geometry__area_um2,lr__cxcl12_cxcr4__cross_zone,0.7958597072226181,4.12546183524354e-07,4.1064582501132634e-05
edge_contrast__pathomics__mean_b,omics__inner_rim__n_cells,-0.7950775353111779,4.315059925761461e-07,4.2826969763182496e-05
edge_contrast__pathomics__stain_blue_ratio,lr__spp1_cd44__cross_zone,-0.794636445982272,4.42542348940936e-07,4.3795017036351994e-05
pathomics__inner_rim__std_g,omics__core__state_entropy,0.7944385153026265,4.475772202291409e-07,4.416526431521194e-05
pathomics__inner_rim__std_g,rna__core__slc2a1,0.8857135490939458,4.586159883765402e-07,4.512411260850674e-05
geometry__perimeter_um,omics__outer_rim__n_cells,0.7931500016289057,4.816409803706754e-07,4.725340905694137e-05
edge_contrast__pathomics__texture_std,lr__spp1_cd44__cross_zone,-0.7930401493852809,4.846508732579067e-07,4.741246451223911e-05
pathomics__inner_rim__std_r,omics__outer_rim__state_entropy,0.7920518346910558,5.125052855594685e-07,4.999415845591821e-05
edge_contrast__pathomics__mean_g,omics__inner_rim__area_um2,-0.7918623845262457,5.180072049397954e-07,5.038690025941451e-05
edge_contrast__pathomics__texture_entropy,lr__spp1_cd44__cross_zone,-0.7917631121076877,5.209115079200047e-07,5.0525456543763645e-05
pathomics__inner_rim__edge_density,omics__core__area_um2,0.7913858907646799,5.320822678037201e-07,5.146275577154281e-05
edge_contrast__pathomics__mean_b,omics__inner_rim__state_entropy,-0.7906202474524789,5.55424239755403e-07,5.356862823087279e-05
pathomics__inner_rim__nuclear_density_proxy,omics__whole__state_fraction__16,0.7903276783401688,5.645855157501343e-07,5.4298813179552355e-05
geometry__solidity,omics__core__state_entropy,-0.7900016504048379,5.749553136193788e-07,5.5140798644923676e-05
pathomics__inner_rim__nuclear_density_proxy,omics__inner_rim__state_fraction__16,0.7894625139413292,5.924818017490217e-07,5.6662503292199157e-05
